Column1,name,minutes,ingredients,n_ingredients,ingredients_clean_processed,type,fat,carbohydrates,fibres,protein,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B6,vitamin_B12,vitamin_B3,vitamin_B9,vitamin_B5,vitamin_C,vitamin_D,vitamin_E,potassium,sodium,calcium,magnesium,iron,zinc,selenium
4644,low fat mushroom and wild rice soup,90,"fresh mushrooms, onion, carrots, celery, garlic cloves, olive oil, dried thyme, flour, bay leaf, wild rice, brown rice, vegetable stock, salt, pepper, balsamic vinegar",15,fresh mushrooms onion carrots celery garlic cloves olive oil dried thyme flour bay leaf wild rice brown rice vegetable stock salt pepper balsamic vinegar,main_meal,11.74,5.3,7.47,5.6,10.36,7.81,7.07,11.27,0,10.4,4.61,8.6,6.2,1.54,10.16,4.22,12.65,4.41,4.82,16.52,5.48,0.51
2167,creamy rice cereal  vegan,18,"coconut milk, banana, pineapple juice, coconut extract, cooked rice, crushed pineapple, raisins",7,coconut milk banana pineapple juice coconut extract cooked rice crushed pineapple raisins,main_meal,30,8.29,7.57,5.57,1.14,7.57,4.43,6.86,0,8.57,5,4.71,12.14,0,3.43,6.29,0.86,3.71,8.43,6.71,7,2
5028,middle eastern spread with lentils,35,"dried lentils, split peas, olive oil, onion, garlic, turmeric, ground cumin, celery leaves, fresh lemon juice, chili powder",10,dried lentils split peas olive oil onion garlic turmeric ground cumin celery leaves fresh lemon juice chili powder,main_meal,16.8,2.8,9,5.3,1.03,6.2,2.9,11.8,0,2.7,3.5,3,14.2,0,14.23,3.7,7.2,2.8,4.9,10.13,3.5,0
9583,zucchini  spaghetti,20,"olive oil, garlic cloves, zucchini, salt",4,olive oil garlic cloves zucchini salt,main_meal,40,2.75,8.5,5.25,1.33,6.75,3.25,24.25,0,3,3.5,3.5,12,0,32.08,4.25,44.66,3.51,4.75,17.86,2.76,0
8885,vegan grillers with mushroom gravy,20,"cremini mushrooms, vegan burgers, yellow onion, garlic cloves, fresh thyme, bay leaf, extra virgin olive oil, parsley, lemon zest, lemon juice, kosher salt, fresh ground black pepper, all-purpose flour, vegetable broth",14,cremini mushrooms vegan burgers yellow onion garlic cloves fresh thyme bay leaf extra virgin olive oil parsley lemon zest lemon juice kosher salt fresh ground black pepper purpose flour vegetable broth,main_meal,12.57,3.5,7.64,5.21,6.74,7.21,8.43,11.14,0,8.29,6.29,7.86,22.93,1.64,12.81,4.86,13.12,5.22,5.36,20.03,4.93,0.43
8890,vegan herbed stuffing,55,"bread cubes, cooked rice, onion, celery, fresh thyme, fresh sage, fresh rosemary, fresh parsley, olive oil, vegetable broth, salt",11,bread cubes cooked rice onion celery fresh thyme fresh sage fresh rosemary fresh parsley olive oil vegetable broth salt,main_meal,17.91,5.91,8.55,5.18,12.76,9,6.18,9.18,0,7.82,6.45,2.91,20.55,0,16.76,4.64,20.97,11.37,8.45,28.13,7.1,0.45
7539,spicy zucchini cakettes  vegan friendly,45,"all-purpose flour, baking soda, carob powder, white sugar, ground cinnamon, ground ginger, ground cloves, ground cardamom, ground nutmeg, salt, zucchini, banana, dates, brown sugar, real maple syrup, water, almonds",17,purpose flour baking soda carob powder white sugar ground cinnamon ground ginger ground cloves ground cardamom ground nutmeg salt zucchini banana dates brown sugar real maple syrup water almonds,main_meal,10.89,8.39,5.41,5.14,0.18,3.44,8.69,3.47,0,2.91,3.12,2.15,2.12,0,13.82,3.65,7.72,2.84,7.94,4.69,5.02,0.63
3435,goya chickpea salad,33,"chickpeas, cucumber, red pepper, red onion, mexican oregano, garlic powder, balsamic vinegar, olive oil, salt and pepper",9,chickpeas cucumber red pepper red onion mexican oregano garlic powder balsamic vinegar olive oil salt pepper,main_meal,18.9,2.94,8.68,5.12,1.37,5.9,2.67,12.9,0,2.45,4.34,2.45,6.23,0.01,15.37,3.25,21.64,2.69,4.37,10.2,3.24,0.18
6300,quinoa tabouli,25,"water, fresh lemon juice, quinoa, olive oil, tomatoes, of fresh mint, parsley, scallion, salt",9,water fresh lemon juice quinoa olive oil tomatoes fresh mint parsley scallion salt,main_meal,20,3.56,7.67,5.11,7.15,8,7,6.56,0,2.78,10.67,3.33,33.33,0,23.04,5.89,20.29,4.56,13.56,17.16,5.01,0.22
4248,kale pesto,20,"kale, basil leaves, fresh curly-leaf parsley, garlic cloves, salt, black pepper, olive oil, nuts",8,kale basil leaves fresh curly leaf parsley garlic cloves salt black pepper olive oil nuts,main_meal,20.88,2,8.62,5,19.17,6.88,10.88,16.75,0,5.75,11.38,3.88,41.12,0,22.54,6.5,22.96,10.63,4.62,18.93,4.01,0
5162,eggplant with miso sauce,45,"eggplant, olive oil, salt and pepper, miso, water, rice wine vinegar, gingerroot, lime, juice of, scallion",9,eggplant olive oil salt pepper miso water rice wine vinegar gingerroot lime juice scallion,main_meal,21.56,3.56,3.67,5,2.59,4.89,3.89,2.56,0,5.33,3.67,6.22,0.22,1,15.48,1.56,20.86,2.23,2.57,8.28,4.24,3.89
1928,coconut cream mushroom soup,520,"boiling water, fresh mushrooms, onions, garlic cloves, dried thyme leaves, sea salt, black peppercorns, bay leaf, vegetable broth, coconut milk, coconut oil",11,boiling water fresh mushrooms onions garlic cloves dried thyme leaves sea salt black peppercorns bay leaf vegetable broth coconut milk coconut oil,main_meal,19.36,1.91,7.09,4.91,3.82,5.45,9.27,11.55,0,9,4.18,9.18,4.45,2.09,2.09,5.09,12.6,5.1,5.55,18.55,5.55,1.27
6236,quick mushroom barley pilaf,30,"vegetable broth, quick-cooking barley, mushrooms, low sodium soy sauce",4,vegetable broth quick cooking barley mushrooms low sodium soy sauce,main_meal,0.67,0.17,5.75,4.83,0.5,4.5,17.75,3.67,0,20.25,5.17,19.92,1.75,5.75,0.5,5.67,30.5,0.75,4,6.58,4.92,0.08
4554,lentils stew,55,"dry lentils, head of garlic, onions, crushed tomatoes, oil, savory, salt, paprika",8,dry lentils head garlic onions crushed tomatoes oil savory salt paprika,main_meal,1.02,2.59,5.56,4.81,3.46,5.78,3.36,13.38,0,3.05,2.38,2.75,7.88,0,1.25,3.61,16.47,1.37,3.13,4.64,3.58,0
1918,coco banana thai green vegetable curry,55,"basil, coriander, green chilies, ginger, garlic, coconut milk, onion, lemongrass, broccoli, baby corn, zucchini, sweet potato, green beans, snow peas, salt and pepper",15,basil coriander green chilies ginger garlic coconut milk onion lemongrass broccoli baby corn zucchini sweet potato green beans snow peas salt pepper,main_meal,14.47,2.73,7.33,4.8,8.73,5.87,6.2,11.4,0,4.2,6.13,4.4,20.27,0,2.73,5.6,10.64,4.6,5.67,7.87,4.34,0.93
8188,thai green curry with butternut squash and yellow peppers ,50,"vegetable oil, onion, yellow bell peppers, green curry paste, garlic cloves, butternut squash, light coconut milk, spinach leaves, cilantro, basil",10,vegetable oil onion yellow bell peppers green curry paste garlic cloves butternut squash light coconut milk spinach leaves cilantro basil,main_meal,21.1,2,6.5,4.8,10.1,5.1,7.8,13.3,0,3.2,7.3,3,11.1,0,3.7,5.5,1.2,5.8,6.4,10.3,5,1.4
8845,vegan dulse lettuce and tomato sandwiches,10,"bread, vegan mayonnaise, dulse seaweed, tomatoes, lettuce",5,bread vegan mayonnaise dulse seaweed tomatoes lettuce,main_meal,57.8,4,4.2,4.8,5.2,6,4.8,5.2,0,3.6,8.8,4.4,5.8,0.4,75.8,3.4,13.8,2,4,3.4,3.6,1
8898,vegan irish stew,510,"onion, garlic cloves, carrots, potatoes, celery, olive oil, thyme, bay leaf, guinness stout, tomato sauce, dried lentils, water, peas",13,onion garlic cloves carrots potatoes celery olive oil thyme bay leaf guinness stout tomato sauce dried lentils water peas,main_meal,13.33,3.03,8.77,4.79,11.72,6.15,3.67,11.08,0,4.13,4.49,3.36,8.38,0,11.9,4.38,6.62,4.74,4.67,18.33,4.05,0
6301,quinoa winter salad,40,"quinoa, water, olive oil, yellow onion, fresh sage leaves, apple, acorn squash, pumpkin pie spice, dried cranberries",9,quinoa water olive oil yellow onion fresh sage leaves apple acorn squash pumpkin pie spice dried cranberries,main_meal,20.56,4.56,8.67,4.78,7.15,7.22,5.11,10.22,0,2.56,7.22,3.33,8.89,0,19.59,4.56,5.33,5.56,14.11,16.59,6.33,0.22
6160,pumpkin curry,45,"cooked pumpkin, cooked sweet potato, carrot, spinach, baked beans, masala, garam masala, ginger powder, ground cumin, mustard seeds, ground cinnamon, ground coriander, turmeric, salt, soy sauce, sunflower seeds, brown basmati rice, water, oil",19,cooked pumpkin cooked sweet potato carrot spinach baked beans masala garam masala ginger powder ground cumin mustard seeds ground cinnamon ground coriander turmeric salt soy sauce sunflower seeds brown basmati rice water oil,main_meal,10.36,2.76,4.21,4.76,11.37,11.28,4.47,8.53,0,7.94,7.82,3.77,5.16,0,16.51,3.84,15.74,2.41,9.12,4.46,6.88,0.87
7029,shockingly good vegan cheese sauce,15,"water, carrot, white flour, nutritional yeast flakes, lemon juice, onion powder, salt",7,water carrot white flour nutritional yeast flakes lemon juice onion powder salt,main_meal,1.43,5.14,5.57,4.71,14.14,6.14,2.14,5,0,2.86,3.86,3.14,13.43,0,2.29,2.57,19.09,1.44,4.86,2.87,3.29,0.86
7818,greens with pink grapefruit and borage flowers,15,"pink grapefruit, walnut oil, shallot, kosher salt, pepper, greens, fresh edible flower",7,pink grapefruit walnut oil shallot kosher salt pepper greens fresh edible flower,main_meal,46.43,1.57,4.43,4.71,0.57,7.43,1.14,2.86,0,0.86,7.86,4,6,0,7.57,2.71,18.66,1.58,7.14,3.01,5.15,0.29
2787,eggplant pasta,75,"olive oil, garlic cloves, eggplant, green bell peppers, tomatoes, black olives, capers, dried oregano, dried basil, salt, fresh ground black pepper, tomato paste, dry white wine",13,olive oil garlic cloves eggplant green bell peppers tomatoes black olives capers dried oregano dried basil salt fresh ground black pepper tomato paste dry white wine,main_meal,15.23,1.46,4.77,4.69,7.1,5.46,6.38,11.77,0,4.23,5.46,6,9.54,0.69,15.41,4.92,15.82,3.77,3.15,9.96,3.39,2.69
5176,moroccan couscous salad,20,"peanut oil, turmeric, cinnamon, ground ginger, cumin, cayenne, couscous, water, orange juice, brown sugar, chickpeas, mandarin oranges, red onion, green bell peppers, golden raisin, fresh cilantro, peanuts, salt",18,peanut oil turmeric cinnamon ground ginger cumin cayenne couscous water orange juice brown sugar chickpeas mandarin oranges red onion green bell peppers golden raisin fresh cilantro peanuts salt,main_meal,15.53,2.95,4.89,4.69,0.62,6.52,3.42,1.67,0,6.75,4.83,3.22,7.78,0,5.72,2.48,8.21,1.68,4.88,2.96,4.07,2.79
3340,ginger noodles,18,"soba noodles, seasoned rice vinegar, soy sauce, fresh ginger, garlic cloves, fresh jalapeno pepper, green onions, fresh cilantro",8,soba noodles seasoned rice vinegar soy sauce fresh ginger garlic cloves fresh jalapeno pepper green onions fresh cilantro,main_meal,0.83,5.58,2.62,4.67,0,6.75,2.5,13.71,0,7,1.21,3.33,4.75,0,0.12,2.72,15.38,1.76,3.51,2.17,4.35,0.04
9190,vegetarian pineapple curry,20,"pineapple, olive oil, crushed red pepper flakes, fresh gingerroot, garlic cloves, yellow onion, red bell pepper, baked tofu, baby carrots, broccoli florets, plum tomatoes, chardonnay wine, turmeric, red star nutritional yeast, tamari, fresh cilantro, jasmine rice",17,pineapple olive oil crushed red pepper flakes fresh gingerroot garlic cloves yellow onion red bell pepper baked tofu baby carrots broccoli florets plum tomatoes chardonnay wine turmeric red star nutritional yeast tamari fresh cilantro jasmine rice,main_meal,11.06,3.76,5,4.65,6.96,5.47,2.76,8.76,0,4.65,3.47,3.53,14.29,0,10.08,3.06,3.06,3.29,4.24,6.25,3.65,0
4045,indian vegetable lentil soup,55,"olive oil, onion, red chilies, garlic cloves, curry powder, celery ribs, potatoes, sweet potato, pumpkin, red lentils, vegetable stock",11,olive oil onion red chilies garlic cloves curry powder celery ribs potatoes sweet potato pumpkin red lentils vegetable stock,main_meal,14.82,3.27,8.36,4.64,9.12,5.91,3.64,13.45,0,3.73,4.73,5,12.27,0,12.76,5.55,5.45,2.91,4.55,9.21,4.36,0
7865,superfoods tuscan bean soup,190,"dried cannellini beans, extra virgin olive oil, onion, garlic cloves, dried sage",5,dried cannellini beans extra virgin olive oil onion garlic cloves dried sage,main_meal,33.4,3.2,9.4,4.6,7.47,7.8,3.2,27.6,0,3.4,1,2.6,7.6,0,27.07,3.6,9.6,8.4,7.4,19.67,4.2,0
3180,fruity rice casserole,100,"brown rice, pineapple chunks in juice, tofu, yam, carrots, raisins, apple, cinnamon, salt, pepper, water",11,brown rice pineapple chunks juice tofu yam carrots raisins apple cinnamon salt pepper water,main_meal,2.32,4.19,3,4.58,9.1,4.4,1.51,2.45,0,4.87,2.55,2.27,5.73,0,1.73,1.78,12.16,3.29,4.08,3.52,4.03,0.02
9447,winter ratatouille,28,"olive oil, red onion, yellow bell pepper, orange bell pepper, zucchini, yellow squash, eggplant, garlic cloves, tomatoes, coarse salt, fresh ground black pepper, miniature phyllo cups",12,olive oil red onion yellow bell pepper orange bell pepper zucchini yellow squash eggplant garlic cloves tomatoes coarse salt fresh ground black pepper miniature phyllo cups,main_meal,16.42,1.58,4.83,4.58,2.78,5.08,4.42,10.58,0,2.25,4.75,5.5,11.08,0.75,12.53,3.33,15.72,2.34,2.92,7.45,2.59,2.92
4027,indian lentil sandwich spread,20,"cooked lentils, garlic cloves, ground coriander, ground cumin, ground turmeric, chili powder, ground ginger",7,cooked lentils garlic cloves ground coriander ground cumin ground turmeric chili powder ground ginger,main_meal,0.57,2.29,4.43,4.57,0,4.71,1.86,13.29,0,1.57,1.43,2.14,4.86,0,0.14,2.43,0.14,0.86,2.43,3.71,3.29,0
2690,pea and barley stew,70,"vegetable oil, onion, celery, carrots, split peas, pearl barley, tomatoes, tomato puree, salt and pepper",9,vegetable oil onion celery carrots split peas pearl barley tomatoes tomato puree salt pepper,main_meal,1.33,5.11,7.33,4.56,12.44,6.11,3.44,5.33,0,5.56,4.78,2.78,6.22,0,2.44,3.78,17.29,2.01,4.67,4.12,4.23,0.56
6936,secret ingredient curried cauliflower soup,25,"olive oil, onion, tart apple, curry powder, garlic clove, cauliflower, vegetable broth, honey, rice wine vinegar",9,olive oil onion tart apple curry powder garlic clove cauliflower vegetable broth honey rice wine vinegar,main_meal,18.33,5.56,6.22,4.56,0.37,7,2.56,13.56,0,6.33,4.56,4.44,12,0,15.04,3.23,5.45,2.56,3.46,8.38,4.12,0
8294,tibetan style seitan burritos,60,"onions, vegetable oil, garlic, fresh gingerroot, salt, cabbage, chili paste, carrots, seitan, dark sesame oil, flour tortillas",11,onions vegetable oil garlic fresh gingerroot salt cabbage chili paste carrots seitan dark sesame oil flour tortillas,main_meal,0.91,4,4.55,4.55,9.09,5.64,2.36,11.82,0,2.36,3.73,2.91,10,0,2.64,2.64,12.24,1.55,2.91,2.65,3,0.55
6538,roast garlic potato fans,60,"potato, vegetable oil, garlic, salt & freshly ground black pepper",4,potato vegetable oil garlic salt freshly ground black pepper,main_meal,0.5,4,4.25,4.5,0,7,3.5,24.75,0,4,2,4,13,0,0,5.25,32.91,1.26,3.25,3.02,3.01,0
8490,traditional fried green tomatoes,35,"green tomatoes, flour, salt, black pepper, cayenne pepper, oil",6,green tomatoes flour salt black pepper cayenne pepper oil,main_meal,1,4.67,3.33,4.5,1,5,1.5,3.33,0,2.5,2.17,2.33,3.83,0,1.83,1.83,21.78,0.34,2.83,2.35,3.18,1
7753,lentil soup,140,"carrot, celery, red onion, garlic cloves, olive oil, potatoes, crushed tomatoes, tomato paste, lentils, water, oregano, basil, parsley, flat leaf parsley, salt, pepper",16,carrot celery red onion garlic cloves olive oil potatoes crushed tomatoes tomato paste lentils water oregano basil parsley flat leaf parsley salt pepper,main_meal,10.62,2.5,7.38,4.44,14.27,6.56,6.19,11.75,0,5.44,7.62,4.06,22.31,0,14.21,6.62,12.98,4.88,4.5,11.28,3.82,0
7513,spicy tempeh and broccoli,45,"whole wheat spiral pasta, tempeh, vegetable broth, soy sauce, tomato paste, garlic clove, fennel seed, red pepper flakes, dried oregano, red wine vinegar, olive oil, garlic cloves, broccoli rabe, white wine, salt & freshly ground black pepper",15,whole wheat spiral pasta tempeh vegetable broth soy sauce tomato paste garlic clove fennel seed red pepper flakes dried oregano red wine vinegar olive oil garlic cloves broccoli rabe white wine salt freshly ground black pepper,main_meal,11.18,3.11,5.53,4.42,1.56,4.8,3.2,10.78,0,5.2,4.98,3.71,14.33,0,12.82,5.05,21.25,2.27,4.47,6.92,3.45,5.69
6812,salad with radish and green onions,15,"salad greens, red radish, green onion, cider vinegar, apple juice, country-style dijon mustard, salt, pepper, walnut oil, sugar",10,salad greens red radish green onion cider vinegar apple juice country style dijon mustard salt pepper walnut oil sugar,main_meal,33.67,3.77,5.1,4.37,1.5,6.8,2.23,3.83,0,1.53,8.3,3.4,5.2,0,6.27,3.37,16.9,2.28,6.74,3.73,4.88,0.2
6295,quinoa soup from ecuador,25,"quinoa, onion, salt, olive oil, tomatoes, vegetable bouillon cube, potatoes, cumin, black pepper, water, soymilk",11,quinoa onion salt olive oil tomatoes vegetable bouillon cube potatoes cumin black pepper water soymilk,main_meal,17,3.36,5.45,4.36,1.39,5.73,5.27,5.27,0,2.09,5.18,3.09,4.64,0,15.58,3.91,16.51,3,9.91,10.58,4,0.36
8760,vegan cheese fondue,25,"white wine, water, nutritional yeast flakes, quick-cooking rolled oats, tahini, arrowroot, fresh lemon juice, onion powder, salt, dijon mustard, white pepper",11,white wine water nutritional yeast flakes quick cooking rolled oats tahini arrowroot fresh lemon juice onion powder salt dijon mustard white pepper,main_meal,3.24,2.42,6.45,4.33,0,9.73,2.39,3.76,0,1.48,2.64,2.64,8.18,0,2.42,2.24,15.27,1.43,9.39,4.16,4.34,0
7859,super healthy  super spicy indian vegetable medley,50,"onions, eggplant, tomatoes, carrots, green bell pepper, potatoes, garlic cloves, coriander, red peppers, curry powder, jalapeno pepper, basil, lemongrass, lemon",14,onions eggplant tomatoes carrots green bell pepper potatoes garlic cloves coriander red peppers curry powder jalapeno pepper basil lemongrass lemon,main_meal,3.14,1.93,4.36,4.29,13.07,4.93,6.14,10.57,0,3.14,5.43,5.43,12.29,0.64,2.79,4,1,3.21,2.71,5,3,2.5
8531,tsukemono  japanese cabbage salad,15,"green cabbage, napa cabbage, rice vinegar, sugar, salt",5,green cabbage napa cabbage rice vinegar sugar salt,main_meal,0.8,10.4,2.6,4.2,0.2,7.2,1.8,4.4,0,9,4.8,3.6,13.6,0,4.2,2.01,26.34,2.42,2.82,1.53,5.03,0
1938,coconut milk braised greens,20,"salt, collard greens, olive oil, yellow onion, coconut milk, lemon juice, black pepper",7,salt collard greens olive oil yellow onion coconut milk lemon juice black pepper,main_meal,52.14,1.57,9.29,4.14,1.33,3.71,3.43,3.57,0,2.14,4,2.71,13.43,0,21.48,4.14,26.38,4.29,7.43,14.35,4.01,2
3818,herbed marinated mushrooms,35,"dried shiitake mushrooms, olive oil, button mushroom, garlic cloves, shallots, balsamic vinegar, thyme, fresh sage leaves, parsley, bay leaf, salt",11,dried shiitake mushrooms olive oil button mushroom garlic cloves shallots balsamic vinegar thyme fresh sage leaves parsley bay leaf salt,main_meal,15.83,1.77,7.92,4.1,11.67,6.74,10.28,15.65,0,9.91,6.46,8.55,21,2.1,15.76,5.3,16.62,8.47,6.03,26.53,5.2,0.15
9172,vegetarian irish stew,30,"onions, unbleached flour, water, mushrooms, carrots, turnips, celery, split red lentils, fresh parsley, braggs liquid aminos, vegetable bouillon cubes, bay leaf, marmite, sugar, thyme, rosemary, marjoram, pepper, textured vegetable protein",19,onions unbleached flour water mushrooms carrots turnips celery split red lentils fresh parsley braggs liquid aminos vegetable bouillon cubes bay leaf marmite sugar thyme rosemary marjoram pepper textured vegetable protein,main_meal,1.32,3.63,6.05,4.05,10.47,5.21,6.84,4.05,0,6.32,5.47,5.79,12.58,1.21,3,3.84,0.74,4.68,4.21,13.87,4.26,0.32
8851,vegan eggless egg salad,10,"extra firm tofu, apple cider vinegar, agave nectar, prepared mustard, vegan mayonnaise, turmeric, nutritional yeast, fresh parsley, carrot, white onions, celery, paprika, cayenne pepper, sea salt",14,extra firm tofu apple cider vinegar agave nectar prepared mustard vegan mayonnaise turmeric nutritional yeast fresh parsley carrot white onions celery paprika cayenne pepper sea salt,main_meal,21.92,1.24,4.04,3.94,12.76,3.59,4.09,3.38,0,2.55,5.64,2.21,15.71,0.14,29.9,3.47,14.8,4.12,4.61,5.77,3.1,0
5365,nicaraguan rice and beans,420,"pinto beans, bay leaf, onion, clove, garlic cloves, salt, white rice, olive oil, fresh black pepper",9,pinto beans bay leaf onion clove garlic cloves salt white rice olive oil fresh black pepper,main_meal,18.11,4.89,4.56,3.89,0.37,6.11,1.67,12,0,5.67,1,2.89,4.22,0,14.37,2,19.85,2.34,2.78,7.94,3.56,0
9538,yummy vegan fajitas,50,"onion, red bell pepper, yellow bell pepper, garlic clove, mushrooms, vegetable oil, chili powder, salt & freshly ground black pepper, cumin, flour tortillas, lime, cilantro, avocado, shallot, jalapeno, roma tomato",16,onion red bell pepper yellow bell pepper garlic clove mushrooms vegetable oil chili powder salt freshly ground black pepper cumin flour tortillas lime cilantro avocado shallot jalapeno roma tomato,main_meal,3.62,2.56,4.25,3.88,0.56,4.88,6.31,8.88,0,7.19,2.88,7.38,4.69,1.44,1.81,3.56,8.23,0.82,2.88,3.44,3.32,0.38
5105,mixed vegetable masala,60,"fresh ginger, garlic cloves, diced tomatoes, cayenne pepper, canola oil, onion, yellow bell pepper, boiling potatoes, carrots, garam masala, chili powder, cauliflower floret, light coconut milk",13,fresh ginger garlic cloves diced tomatoes cayenne pepper canola oil onion yellow bell pepper boiling potatoes carrots garam masala chili powder cauliflower floret light coconut milk,main_meal,16.15,2.23,5.69,3.85,8.54,4.46,3.92,10.62,0,3.23,5.54,4,11.69,0,2.15,4.77,0.77,2.31,4.38,4.31,3.31,1.08
7499,spicy spinach and coconut soup,30,"fresh spinach, vegetable stock, coconut milk, garlic cloves, onion, lemon, chili pepper, olive oil, cumin powder, turmeric powder, ginger, coconut, salt",13,fresh spinach vegetable stock coconut milk garlic cloves onion lemon chili pepper olive oil cumin powder turmeric powder ginger coconut salt,main_meal,28.31,1.54,6.92,3.85,4.72,4.23,4.38,10.31,0,2.38,5.62,2.69,13.46,0,13.03,4.38,14.59,3.54,5.69,9.96,3.47,1.08
9112,vegetable rice,25,"oil, onion, green pepper, tomatoes, garlic clove, rice, water, salt and pepper, marjoram",9,oil onion green pepper tomatoes garlic clove rice water salt pepper marjoram,main_meal,0.78,5,2.67,3.78,0.67,6.44,2.11,12.44,0,6.11,1.56,3.33,6.78,0,1,2.67,14.63,1.56,2.44,1.68,3.56,0
6551,roast potatoes with lemon,45,"yukon gold potatoes, lemon, garlic cloves, fresh thyme, olive oil, sea salt, fresh ground pepper",7,yukon gold potatoes lemon garlic cloves fresh thyme olive oil sea salt fresh ground pepper,main_meal,23.57,2.86,7.86,3.71,5.33,6.14,3.14,16.57,0,3.71,2.71,2.71,15.71,0,20.33,4,25.66,6.58,5,29.35,3.72,0
2341,curried greens,45,"spinach, garlic cloves, curry powder, tomatoes, tomato paste, dark brown sugar, canola oil, onion, potato, fresh cilantro",10,spinach garlic cloves curry powder tomatoes tomato paste dark brown sugar canola oil onion potato fresh cilantro,main_meal,0.6,4.5,4.5,3.7,4.8,6.8,5.1,15.9,0,5.8,7,4.4,16.3,0,6.9,7.2,2.1,2.4,5.2,4.45,3.2,0
5749,thai inspired risotto with pumpkin,80,"margarine, onion, garlic, lemongrass, red chile, curry powder, fresh gingerroot, pumpkin, arborio rice, dry white wine, vegetable stock, coconut milk, of fresh mint, fresh coriander, salt & freshly ground black pepper, coconut",16,margarine onion garlic lemongrass red chile curry powder fresh gingerroot pumpkin arborio rice dry white wine vegetable stock coconut milk fresh mint fresh coriander salt freshly ground black pepper coconut,main_meal,18.88,3.31,4.19,3.65,5.48,4.65,3,8.31,0,4.42,3.15,3.21,9,0.52,5.17,3.46,8.75,2.27,3.9,3.78,4.25,0.88
9286,potato salad with basil oil dressing,205,"potato, basil oil, elephant garlic cloves, walla walla onion, oil, salt, white pepper, lemon zest",8,potato basil oil elephant garlic cloves walla walla onion oil salt white pepper lemon zest,main_meal,1,2.75,5,3.62,7.25,5.75,5.75,15.5,0,3.62,4,2.88,17.88,0,2,4.5,16.58,4.38,3.12,6.76,3.01,0
7359,spiced lentils and cantaloupe,45,"cantaloupe, lentils, red pepper, scallion, fresh parsley, fresh lemon juice, olive oil, salt, cayenne pepper",9,cantaloupe lentils red pepper scallion fresh parsley fresh lemon juice olive oil salt cayenne pepper,main_meal,18.22,1.33,7.11,3.56,6.48,4.33,3.78,3,0,2.33,6.78,1.78,30.89,0,18.59,3.67,20.18,3.78,4.44,13.05,3.12,0
4402,leeks tossed in balsamic vinaigrette,20,"leeks, balsamic vinegar, olive oil, parsley",4,leeks balsamic vinegar olive oil parsley,main_meal,40.02,1.12,11.02,3.51,15.08,7.28,7.76,10.78,0,4.01,19.27,2.01,53.01,0.02,41.08,6.81,12.79,8.04,5.32,25.68,3.79,0.41
7827,super easy canned bean stew,20,"carrots, onion, beans, broth, diced tomatoes, garlic powder",6,carrots onion beans broth diced tomatoes garlic powder,main_meal,0.83,2.83,4.83,3.5,17.5,5.67,3.33,18.17,0,3,3.33,3.83,10.83,0,2.17,4,0.5,1.83,2.5,2.17,2,0
8468,tomato thyme roasted squash or zucchini with fennel,25,"zucchini, fennel bulb, garlic cloves, olive oil, salt, pepper, fresh thyme sprigs, tomatoes",8,zucchini fennel bulb garlic cloves olive oil salt pepper fresh thyme sprigs tomatoes,main_meal,20.75,2,7.38,3.5,5.92,5.5,3.12,14.62,0,3.75,5.5,2.62,9.62,0,18.04,4.75,22.58,6.26,4.62,26.05,3.51,0
8422,tomato and paprika soup,70,"fresh tomatoes, potatoes, onion, celery, garlic cloves, vegetable bouillon cubes, paprika, dried basil, tomato juice, black pepper",10,fresh tomatoes potatoes onion celery garlic cloves vegetable bouillon cubes paprika dried basil tomato juice black pepper,main_meal,0.92,2.47,4.75,3.45,9.26,5.52,6.29,13.5,0,4.44,4.5,3.5,12.9,0,2.6,5.49,2.41,4.09,3.4,6.6,2.96,0
8499,traditional swiss chard and beans ,25,"swiss chard, onion, garlic cloves, navy beans, olive oil, salt, pepper",7,swiss chard onion garlic cloves navy beans olive oil salt pepper,main_meal,23,2,5.71,3.43,2.9,4.86,3.29,15,0,1.71,1.57,2.29,8.57,0,18.48,3.43,27.09,3.29,5.86,11.92,2.15,0
5172,moroccan chickpea chili,40,"olive oil, onion, celery, carrot, garlic cloves, ground cumin, paprika, ground ginger, ground turmeric, ground black pepper, salt, ground cinnamon, ground red pepper, water, no-added-salt tomato paste, chickpeas, no-salt-added diced tomatoes, fresh cilantro, lemon juice",19,olive oil onion celery carrot garlic cloves ground cumin paprika ground ginger ground turmeric ground black pepper salt ground cinnamon ground red pepper water added salt tomato paste chickpeas salt added diced tomatoes fresh cilantro lemon juice,main_meal,9.41,2.09,6.29,3.42,7.53,5.14,3.03,8.58,0,3.79,4.37,3,10.95,0,10.75,4.29,11.62,2.43,4.1,6.9,2.41,0.01
6135,provencal tomato sauce  uses fresh tomatoes,55,"olive oil, onion, garlic cloves, bay leaves, tomatoes, salt, pepper, fresh thyme, fresh marjoram, tomato paste",10,olive oil onion garlic cloves bay leaves tomatoes salt pepper fresh thyme fresh marjoram tomato paste,main_meal,16.6,2.2,6,3.4,4.83,6.2,3.2,14.7,0,5,3.5,3.5,10.1,0,18.93,5.2,19.57,5.2,4.4,21.34,3.3,0
